Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,combined_text
198,Data Science Methodology,IBM,COURSE,4.6,Beginner,89000.0,data science methodology ibm course beginner
15,Data Science: Foundations using R,Johns Hopkins University,SPECIALIZATION,4.6,Beginner,740000.0,data science foundations using r johns hopkins university specialization beginner
148,Data Science: Statistics and Machine Learning,Johns Hopkins University,SPECIALIZATION,4.4,Intermediate,210000.0,data science statistics and machine learning johns hopkins university specialization intermediate
686,Data Visualization and Communication with Tableau,Duke University,COURSE,4.7,Mixed,130000.0,data visualization and communication with tableau duke university course mixed
804,Data Visualization with Advanced Excel,PwC,COURSE,4.8,Beginner,60000.0,data visualization with advanced excel pwc course beginner
420,Data Visualization with Python,IBM,COURSE,4.6,Intermediate,66000.0,data visualization with python ibm course intermediate
70,Data Visualization with Tableau,"University of California, Davis",SPECIALIZATION,4.5,Beginner,96000.0,data visualization with tableau university of california davis specialization beginner
288,Data Warehousing for Business Intelligence,University of Colorado System,SPECIALIZATION,4.5,Advanced,140000.0,data warehousing for business intelligence university of colorado system specialization advanced
871,Data and Health Indicators in Public Health Practice,Johns Hopkins University,COURSE,4.7,Beginner,18000.0,data and health indicators in public health practice johns hopkins university course beginner
376,Data-driven Decision Making,PwC,COURSE,4.6,Beginner,120000.0,datadriven decision making pwc course beginner
263,Databases and SQL for Data Science,IBM,COURSE,4.7,Beginner,110000.0,databases and sql for data science ibm course beginner
519,De-Mystifying Mindfulness,Universiteit Leiden,COURSE,4.8,Beginner,150000.0,demystifying mindfulness universiteit leiden course beginner
813,Decision-Making and Scenarios,University of Pennsylvania,COURSE,4.6,Mixed,31000.0,decisionmaking and scenarios university of pennsylvania course mixed
5,Deep Learning,deeplearning.ai,SPECIALIZATION,4.8,Intermediate,690000.0,deep learning deeplearningai specialization intermediate
599,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Universitat Autònoma de Barcelona,COURSE,4.8,Beginner,44000.0,democracia y decisiones pblicas introduccin al anlisis de polticas pblicas universitat autnoma de barcelona course beginner
806,Dentistry 101,University of Michigan,COURSE,4.7,Beginner,4500.0,dentistry  university of michigan course beginner
627,Dermatology: Trip to skin,Novosibirsk State University ,COURSE,4.4,Beginner,8200.0,dermatology trip to skin novosibirsk state university  course beginner
100,Design Thinking for Innovation,University of Virginia,COURSE,4.6,Beginner,240000.0,design thinking for innovation university of virginia course beginner
674,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,COURSE,4.6,Beginner,17000.0,design thinking for the greater good innovation in the social sector university of virginia course beginner
139,Design and Interpretation of Clinical Trials,Johns Hopkins University,COURSE,4.7,Mixed,67000.0,design and interpretation of clinical trials johns hopkins university course mixed
522,Design and Make Infographics (Project-Centered Course),Michigan State University,COURSE,4.7,Mixed,97000.0,design and make infographics projectcentered course michigan state university course mixed
430,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,COURSE,4.6,Intermediate,19000.0,designled strategy design thinking for business strategy and entrepreneurship the university of sydney course intermediate
338,Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,SPECIALIZATION,4.6,Intermediate,16000.0,developing apis with google clouds apigee api platform google cloud specialization intermediate
18,Developing Applications with Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300000.0,developing applications with google cloud platform google cloud specialization intermediate
644,Developing Applications with Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.8,Intermediate,4000.0,developing applications with google cloud platform  google cloud specialization intermediate
720,Developing Industrial Internet of Things,University of Colorado Boulder,SPECIALIZATION,4.6,Intermediate,8000.0,developing industrial internet of things university of colorado boulder specialization intermediate
756,Developing Your Musicianship,Berklee College of Music,COURSE,4.8,Mixed,41000.0,developing your musicianship berklee college of music course mixed
205,Developing Your Musicianship,Berklee College of Music,SPECIALIZATION,4.8,Beginner,54000.0,developing your musicianship berklee college of music specialization beginner
397,Devenir entrepreneur du changement,Ticket for Change,COURSE,4.7,Mixed,54000.0,devenir entrepreneur du changement ticket for change course mixed
239,Digital Advertising Strategy,University of Colorado Boulder,SPECIALIZATION,4.4,Beginner,9000.0,digital advertising strategy university of colorado boulder specialization beginner
855,Digital Business Models,Lund University,COURSE,4.5,Beginner,21000.0,digital business models lund university course beginner
237,Digital Manufacturing & Design Technology,University at Buffalo,SPECIALIZATION,4.6,Beginner,37000.0,digital manufacturing  design technology university at buffalo specialization beginner
28,Digital Marketing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.6,Beginner,380000.0,digital marketing university of illinois at urbanachampaign specialization beginner
852,Digital Media and Marketing Strategies,University of Illinois at Urbana-Champaign,COURSE,4.4,Mixed,57000.0,digital media and marketing strategies university of illinois at urbanachampaign course mixed
53,Digital Product Management,University of Virginia,SPECIALIZATION,4.7,Beginner,140000.0,digital product management university of virginia specialization beginner
381,Digital Product Management: Modern Fundamentals,University of Virginia,COURSE,4.7,Beginner,58000.0,digital product management modern fundamentals university of virginia course beginner
490,Dino 101: Dinosaur Paleobiology,University of Alberta,COURSE,4.5,Beginner,35000.0,dino  dinosaur paleobiology university of alberta course beginner
697,Discrete Optimization,The University of Melbourne,COURSE,4.9,Intermediate,40000.0,discrete optimization the university of melbourne course intermediate
675,Diseño Instruccional: Aprendizaje activo y Pedagogía digital,Tecnológico de Monterrey,SPECIALIZATION,4.6,Beginner,4000.0,diseo instruccional aprendizaje activo y pedagoga digital tecnolgico de monterrey specialization beginner
711,Diseño y Creación de un Emprendimiento Social,Pontificia Universidad Católica de Chile,COURSE,4.9,Beginner,21000.0,diseo y creacin de un emprendimiento social pontificia universidad catlica de chile course beginner
378,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,COURSE,4.8,Intermediate,130000.0,divide and conquer sorting and searching and randomized algorithms stanford university course intermediate
392,Dog Emotion and Cognition,Duke University,COURSE,4.6,Mixed,150000.0,dog emotion and cognition duke university course mixed
624,Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,COURSE,4.8,Beginner,5600.0,driving business towards the sustainable development goals erasmus university rotterdam course beginner
487,Drug Commercialization,University of California San Diego,COURSE,4.7,Beginner,17000.0,drug commercialization university of california san diego course beginner
342,Drug Discovery,University of California San Diego,COURSE,4.6,Beginner,39000.0,drug discovery university of california san diego course beginner
166,Dynamic Public Speaking,University of Washington,SPECIALIZATION,4.7,Beginner,110000.0,dynamic public speaking university of washington specialization beginner
832,EMT Foundations,University of Colorado System,COURSE,4.8,Beginner,7100.0,emt foundations university of colorado system course beginner
494,Ecology: Ecosystem Dynamics and Conservation,American Museum of Natural History,COURSE,4.8,Intermediate,18000.0,ecology ecosystem dynamics and conservation american museum of natural history course intermediate
641,Econometrics: Methods and Applications,Erasmus University Rotterdam,COURSE,4.7,Mixed,110000.0,econometrics methods and applications erasmus university rotterdam course mixed
229,Economics of Money and Banking,Columbia University,COURSE,4.9,Mixed,83000.0,economics of money and banking columbia university course mixed
707,Ecosystem Services: a Method for Sustainable Development,University of Geneva,COURSE,4.7,Intermediate,16000.0,ecosystem services a method for sustainable development university of geneva course intermediate
773,Effective Compliance Programs,University of Pennsylvania,COURSE,4.9,Mixed,3400.0,effective compliance programs university of pennsylvania course mixed
636,Egiptología (Egyptology),Universitat Autònoma de Barcelona,COURSE,4.9,Beginner,46000.0,egiptologa egyptology universitat autnoma de barcelona course beginner
789,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,Universidad Austral,COURSE,5.0,Beginner,1500.0,el abogado del futuro legaltech y la transformacin digital del derecho universidad austral course beginner
564,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,COURSE,4.7,Intermediate,57000.0,elastic google cloud infrastructure scaling and automation google cloud course intermediate
870,Electric Industry Operations and Markets,Duke University,COURSE,4.8,Beginner,12000.0,electric industry operations and markets duke university course beginner
122,Electronic Music Production,Berklee College of Music,SPECIALIZATION,4.8,Intermediate,110000.0,electronic music production berklee college of music specialization intermediate
733,Emerging Technologies: From Smartphones to IoT to Big Data,Yonsei University,SPECIALIZATION,4.6,Beginner,17000.0,emerging technologies from smartphones to iot to big data yonsei university specialization beginner
267,"Energy Production, Distribution & Safety",University at Buffalo,SPECIALIZATION,4.7,Beginner,37000.0,energy production distribution  safety university at buffalo specialization beginner
461,Engineering Health: Introduction to Yoga and Physiology,New York University,COURSE,4.8,Beginner,14000.0,engineering health introduction to yoga and physiology new york university course beginner
560,Engineering Project Management: Initiating and Planning,Rice University,COURSE,4.7,Beginner,23000.0,engineering project management initiating and planning rice university course beginner
613,English Composition I,Duke University,COURSE,4.6,Beginner,200000.0,english composition i duke university course beginner
225,English for Business and Entrepreneurship,University of Pennsylvania,COURSE,4.8,Beginner,230000.0,english for business and entrepreneurship university of pennsylvania course beginner
175,English for Career Development,University of Pennsylvania,COURSE,4.8,Mixed,760000.0,english for career development university of pennsylvania course mixed
303,English for Journalism,University of Pennsylvania,COURSE,4.8,Mixed,130000.0,english for journalism university of pennsylvania course mixed
547,English for Research Publication Purposes,Moscow Institute of Physics and Technology,SPECIALIZATION,4.6,Intermediate,42000.0,english for research publication purposes moscow institute of physics and technology specialization intermediate
598,"English for Science, Technology, Engineering, and Mathematics",University of Pennsylvania,COURSE,4.8,Beginner,110000.0,english for science technology engineering and mathematics university of pennsylvania course beginner
770,Enterprise Architecture,Peter the Great St. Petersburg Polytechnic University,COURSE,4.4,Beginner,2400.0,enterprise architecture peter the great st petersburg polytechnic university course beginner
292,Entrepreneurial Finance: Strategy and Innovation,Duke University,SPECIALIZATION,4.5,Intermediate,7900.0,entrepreneurial finance strategy and innovation duke university specialization intermediate
33,Entrepreneurship,University of Pennsylvania,SPECIALIZATION,4.8,Beginner,110000.0,entrepreneurship university of pennsylvania specialization beginner
246,Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,COURSE,4.8,Mixed,86000.0,entrepreneurship  developing the opportunity university of pennsylvania course mixed
496,Entrepreneurship 2: Launching your Start-Up,University of Pennsylvania,COURSE,4.8,Mixed,38000.0,entrepreneurship  launching your startup university of pennsylvania course mixed
704,Entrepreneurship 3: Growth Strategies,University of Pennsylvania,COURSE,4.7,Beginner,31000.0,entrepreneurship  growth strategies university of pennsylvania course beginner
623,Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,COURSE,4.8,Beginner,20000.0,entrepreneurship strategy from ideation to exit hec paris course beginner
502,Entrepreneurship: Launching an Innovative Business,"University of Maryland, College Park",SPECIALIZATION,4.6,Beginner,69000.0,entrepreneurship launching an innovative business university of maryland college park specialization beginner
527,Epidemics - the Dynamics of Infectious Diseases,The Pennsylvania State University,COURSE,4.8,Mixed,45000.0,epidemics  the dynamics of infectious diseases the pennsylvania state university course mixed
570,"Epidemics, Pandemics and Outbreaks",University of Pittsburgh,COURSE,4.7,Mixed,23000.0,epidemics pandemics and outbreaks university of pittsburgh course mixed
426,Epidemiology for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,6400.0,epidemiology for public health imperial college london specialization beginner
60,Epidemiology in Public Health Practice,Johns Hopkins University,SPECIALIZATION,4.7,Beginner,31000.0,epidemiology in public health practice johns hopkins university specialization beginner
351,Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,COURSE,4.6,Mixed,130000.0,epidemiology the basic science of public health the university of north carolina at chapel hill course mixed
708,Epigenetic Control of Gene Expression,The University of Melbourne,COURSE,4.8,Mixed,35000.0,epigenetic control of gene expression the university of melbourne course mixed
444,Equine Welfare and Management,"University of California, Davis",COURSE,4.8,Beginner,7200.0,equine welfare and management university of california davis course beginner
693,Esports,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,1800.0,esports university of california irvine specialization beginner
454,Essential Epidemiologic Tools for Public Health Practice,Johns Hopkins University,COURSE,4.7,Beginner,14000.0,essential epidemiologic tools for public health practice johns hopkins university course beginner
446,Essential Google Cloud Infrastructure: Core Services,Google Cloud,COURSE,4.7,Intermediate,68000.0,essential google cloud infrastructure core services google cloud course intermediate
347,Essential Google Cloud Infrastructure: Foundation,Google Cloud,COURSE,4.7,Intermediate,83000.0,essential google cloud infrastructure foundation google cloud course intermediate
314,Essentials in Clinical Simulations Across the Health Professions,The George Washington University,COURSE,4.8,Intermediate,4100.0,essentials in clinical simulations across the health professions the george washington university course intermediate
436,Essentials of Corporate Finance,The University of Melbourne,SPECIALIZATION,4.6,Intermediate,54000.0,essentials of corporate finance the university of melbourne specialization intermediate
319,Essentials of Global Health,Yale University,COURSE,4.8,Mixed,31000.0,essentials of global health yale university course mixed
847,Estadística y probabilidad,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,27000.0,estadstica y probabilidad universidad nacional autnoma de mxico course beginner
881,Evaluación educativa,Universidad Nacional Autónoma de México,SPECIALIZATION,4.8,Beginner,13000.0,evaluacin educativa universidad nacional autnoma de mxico specialization beginner
256,"Everyday Excel, Part 1",University of Colorado Boulder,COURSE,4.8,Beginner,11000.0,everyday excel part  university of colorado boulder course beginner
278,Everyday Parenting: The ABCs of Child Rearing,Yale University,COURSE,4.9,Beginner,86000.0,everyday parenting the abcs of child rearing yale university course beginner
11,Excel Skills for Business,Macquarie University,SPECIALIZATION,4.9,Beginner,240000.0,excel skills for business macquarie university specialization beginner
591,Excel Skills for Business: Advanced,Macquarie University,COURSE,4.7,Intermediate,39000.0,excel skills for business advanced macquarie university course intermediate
92,Excel Skills for Business: Essentials,Macquarie University,COURSE,4.9,Beginner,200000.0,excel skills for business essentials macquarie university course beginner
218,Excel Skills for Business: Intermediate I,Macquarie University,COURSE,4.9,Intermediate,76000.0,excel skills for business intermediate i macquarie university course intermediate
419,Excel Skills for Business: Intermediate II,Macquarie University,COURSE,4.8,Intermediate,39000.0,excel skills for business intermediate ii macquarie university course intermediate
38,Excel to MySQL: Analytic Techniques for Business,Duke University,SPECIALIZATION,4.6,Beginner,490000.0,excel to mysql analytic techniques for business duke university specialization beginner
124,Excel/VBA for Creative Problem Solving,University of Colorado Boulder,SPECIALIZATION,4.8,Beginner,56000.0,excelvba for creative problem solving university of colorado boulder specialization beginner
418,"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,COURSE,4.8,Beginner,54000.0,excelvba for creative problem solving part  university of colorado boulder course beginner
137,Executive Data Science,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,170000.0,executive data science johns hopkins university specialization beginner
880,Explorando la Energía Sustentable,Pontificia Universidad Católica de Chile,COURSE,4.8,Beginner,28000.0,explorando la energa sustentable pontificia universidad catlica de chile course beginner
99,Fashion as Design,The Museum of Modern Art,COURSE,4.8,Beginner,180000.0,fashion as design the museum of modern art course beginner
509,Feminism and Social Justice,"University of California, Santa Cruz",COURSE,4.8,Beginner,18000.0,feminism and social justice university of california santa cruz course beginner
442,FinTech Law and Policy,Duke University,COURSE,4.8,Beginner,9700.0,fintech law and policy duke university course beginner
531,FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,SPECIALIZATION,4.6,Beginner,13000.0,fintech finance industry transformation and regulation the hong kong university of science and technology specialization beginner
453,"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,COURSE,4.7,Beginner,12000.0,fintech foundations payments and regulations university of pennsylvania course beginner
16,Finance & Quantitative Modeling for Analysts,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,260000.0,finance  quantitative modeling for analysts university of pennsylvania specialization beginner
257,Finance for Non-Finance Professionals,Rice University,COURSE,4.8,Beginner,69000.0,finance for nonfinance professionals rice university course beginner
778,Finance for Non-Financial Managers,Emory University,COURSE,4.4,Intermediate,12000.0,finance for nonfinancial managers emory university course intermediate
85,Financial Accounting Fundamentals,University of Virginia,COURSE,4.8,Beginner,65000.0,financial accounting fundamentals university of virginia course beginner
396,Financial Acumen for Non-Financial Managers,University of Pennsylvania,COURSE,4.5,Beginner,10000.0,financial acumen for nonfinancial managers university of pennsylvania course beginner
158,Financial Engineering and Risk Management Part I,Columbia University,COURSE,4.6,Mixed,100000.0,financial engineering and risk management part i columbia university course mixed
149,Financial Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,76000.0,financial management university of illinois at urbanachampaign specialization intermediate
14,Financial Markets,Yale University,COURSE,4.8,Beginner,470000.0,financial markets yale university course beginner
259,Financial Markets and Investment Strategy,Indian School of Business,SPECIALIZATION,4.5,Beginner,60000.0,financial markets and investment strategy indian school of business specialization beginner
682,Financial Reporting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12000.0,financial reporting university of illinois at urbanachampaign specialization intermediate
356,Financial Technology (Fintech) Innovations,University of Michigan,SPECIALIZATION,4.7,Beginner,6500.0,financial technology fintech innovations university of michigan specialization beginner
382,Financing and Investing in Infrastructure,Università Bocconi,COURSE,4.8,Mixed,24000.0,financing and investing in infrastructure universit bocconi course mixed
366,Finanzas corporativas,Universidad Nacional Autónoma de México,SPECIALIZATION,4.6,Intermediate,30000.0,finanzas corporativas universidad nacional autnoma de mxico specialization intermediate
552,Finanzas personales,Universidad Nacional Autónoma de México,COURSE,4.8,Mixed,310000.0,finanzas personales universidad nacional autnoma de mxico course mixed
109,Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,COURSE,4.7,Beginner,36000.0,finding purpose and meaning in life living for what matters most university of michigan course beginner
66,Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,20000.0,fintech foundations  applications of financial technology university of pennsylvania specialization beginner
113,First Step Korean,Yonsei University,COURSE,4.9,Beginner,400000.0,first step korean yonsei university course beginner
102,Food & Beverage Management,Università Bocconi,COURSE,4.8,Mixed,57000.0,food  beverage management universit bocconi course mixed
174,Forensic Accounting and Fraud Examination,West Virginia University,COURSE,4.7,Mixed,42000.0,forensic accounting and fraud examination west virginia university course mixed
851,Formulación y evaluación de proyectos complejos,Universidad de los Andes,COURSE,4.9,Intermediate,4400.0,formulacin y evaluacin de proyectos complejos universidad de los andes course intermediate
337,Foundational Finance for Strategic Decision Making,University of Michigan,SPECIALIZATION,4.8,Beginner,14000.0,foundational finance for strategic decision making university of michigan specialization beginner
721,Foundations of Business Strategy,University of Virginia,COURSE,4.8,Beginner,63000.0,foundations of business strategy university of virginia course beginner
775,Foundations of Everyday Leadership,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,62000.0,foundations of everyday leadership university of illinois at urbanachampaign course mixed
313,Foundations of Global Health,Johns Hopkins University,SPECIALIZATION,4.7,Beginner,31000.0,foundations of global health johns hopkins university specialization beginner
209,Foundations of Management,IESE Business School,SPECIALIZATION,4.8,Beginner,64000.0,foundations of management iese business school specialization beginner
569,Foundations of Marketing Analytics,Emory University,SPECIALIZATION,4.2,Intermediate,27000.0,foundations of marketing analytics emory university specialization intermediate
32,Foundations of Positive Psychology,University of Pennsylvania,SPECIALIZATION,4.8,Beginner,89000.0,foundations of positive psychology university of pennsylvania specialization beginner
521,Foundations of Public Health Practice,Imperial College London,SPECIALIZATION,4.8,Beginner,3200.0,foundations of public health practice imperial college london specialization beginner
203,From Data to Insights with Google Cloud Platform,Google Cloud,SPECIALIZATION,4.6,Beginner,26000.0,from data to insights with google cloud platform google cloud specialization beginner
698,From the Big Bang to Dark Energy,The University of Tokyo,COURSE,4.8,Beginner,52000.0,from the big bang to dark energy the university of tokyo course beginner
863,Front-End Web Development with React,The Hong Kong University of Science and Technology,COURSE,4.7,Intermediate,45000.0,frontend web development with react the hong kong university of science and technology course intermediate
501,Front-End Web UI Frameworks and Tools: Bootstrap 4,The Hong Kong University of Science and Technology,COURSE,4.8,Intermediate,89000.0,frontend web ui frameworks and tools bootstrap  the hong kong university of science and technology course intermediate
108,Full Stack Web and Multiplatform Mobile App Development,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,150000.0,full stack web and multiplatform mobile app development the hong kong university of science and technology specialization intermediate
89,Full-Stack Web Development with React,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,140000.0,fullstack web development with react the hong kong university of science and technology specialization intermediate
790,Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,COURSE,4.8,Intermediate,170000.0,functional programming principles in scala cole polytechnique fdrale de lausanne course intermediate
150,Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,SPECIALIZATION,4.7,Intermediate,220000.0,functional programming in scala cole polytechnique fdrale de lausanne specialization intermediate
441,Fundamental Neuroscience for Neuroimaging,Johns Hopkins University,COURSE,4.6,Beginner,30000.0,fundamental neuroscience for neuroimaging johns hopkins university course beginner
295,Fundamentals of Accounting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.6,Beginner,39000.0,fundamentals of accounting university of illinois at urbanachampaign specialization beginner
164,Fundamentals of Computing,Rice University,SPECIALIZATION,4.8,Beginner,200000.0,fundamentals of computing rice university specialization beginner
581,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,COURSE,4.7,Mixed,49000.0,fundamentals of engineering exam review georgia institute of technology course mixed
425,Fundamentals of GIS,"University of California, Davis",COURSE,4.8,Beginner,86000.0,fundamentals of gis university of california davis course beginner
162,Fundamentals of Graphic Design,California Institute of the Arts,COURSE,4.8,Beginner,290000.0,fundamentals of graphic design california institute of the arts course beginner
130,Fundamentals of Immunology,Rice University,SPECIALIZATION,4.7,Intermediate,20000.0,fundamentals of immunology rice university specialization intermediate
415,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Rice University,COURSE,4.7,Intermediate,18000.0,fundamentals of immunology innate immunity and bcell function rice university course intermediate
633,Fundamentals of Music Theory,The University of Edinburgh,COURSE,4.6,Beginner,180000.0,fundamentals of music theory the university of edinburgh course beginner
77,Fundamentals of Project Planning and Management,University of Virginia,COURSE,4.7,Beginner,120000.0,fundamentals of project planning and management university of virginia course beginner
165,Fundamentals of Quantitative Modeling,University of Pennsylvania,COURSE,4.6,Mixed,110000.0,fundamentals of quantitative modeling university of pennsylvania course mixed
475,Fundamentals of Reinforcement Learning,University of Alberta,COURSE,4.8,Intermediate,22000.0,fundamentals of reinforcement learning university of alberta course intermediate
520,Fundamentals of Visualization with Tableau,"University of California, Davis",COURSE,4.5,Beginner,81000.0,fundamentals of visualization with tableau university of california davis course beginner
742,Fundamentos Empresariales,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,25000.0,fundamentos empresariales university of pennsylvania specialization beginner
857,Fundamentos Estratégicos Empresariales,Universidad Nacional Autónoma de México,SPECIALIZATION,4.6,Beginner,56000.0,fundamentos estratgicos empresariales universidad nacional autnoma de mxico specialization beginner
724,Fundamentos de Excel para Negocios,Universidad Austral,COURSE,4.7,Beginner,150000.0,fundamentos de excel para negocios universidad austral course beginner
388,Fundamentos de Finanzas Empresariales,Universidad de los Andes,COURSE,4.8,Beginner,110000.0,fundamentos de finanzas empresariales universidad de los andes course beginner
705,Fundamentos de la escritura,Tecnológico de Monterrey,COURSE,4.6,Beginner,47000.0,fundamentos de la escritura tecnolgico de monterrey course beginner
370,Fundraising and Development,"University of California, Davis",SPECIALIZATION,4.6,Beginner,4900.0,fundraising and development university of california davis specialization beginner
145,Futures Thinking,Institute for the Future,SPECIALIZATION,4.8,Beginner,9400.0,futures thinking institute for the future specialization beginner
115,G Suite Administration,Google Cloud,SPECIALIZATION,4.7,Beginner,10000.0,g suite administration google cloud specialization beginner
286,"GIS, Mapping, and Spatial Analysis",University of Toronto,SPECIALIZATION,4.8,Beginner,140000.0,gis mapping and spatial analysis university of toronto specialization beginner
206,Game Design and Development,Michigan State University,SPECIALIZATION,4.7,Intermediate,100000.0,game design and development michigan state university specialization intermediate
141,Game Theory,Stanford University,COURSE,4.6,Beginner,260000.0,game theory stanford university course beginner
268,Gamification,University of Pennsylvania,COURSE,4.8,Mixed,110000.0,gamification university of pennsylvania course mixed
802,Gender and Sexuality: Diversity and Inclusion in the Workplace,University of Pittsburgh,COURSE,4.7,Beginner,14000.0,gender and sexuality diversity and inclusion in the workplace university of pittsburgh course beginner
76,Genomic Data Science,Johns Hopkins University,SPECIALIZATION,4.4,Intermediate,80000.0,genomic data science johns hopkins university specialization intermediate
79,Geographic Information Systems  (GIS),"University of California, Davis",SPECIALIZATION,4.8,Beginner,97000.0,geographic information systems  gis university of california davis specialization beginner
694,Geopolitics of Europe,Sciences Po,COURSE,4.3,Mixed,19000.0,geopolitics of europe sciences po course mixed
567,Geopolítica y gobernanza global: riesgos y oportunidades,ESADE Business and Law School,COURSE,4.8,Mixed,34000.0,geopoltica y gobernanza global riesgos y oportunidades esade business and law school course mixed
650,Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,COURSE,4.7,Mixed,47000.0,gestin de organizaciones efectivas pontificia universidad catlica de chile course mixed
540,Get Interactive: Practical Teaching with Technology,Bloomsbury Learning Exchange,COURSE,4.7,Beginner,14000.0,get interactive practical teaching with technology bloomsbury learning exchange course beginner
681,Getting Started With Music Theory,Michigan State University,COURSE,4.5,Beginner,59000.0,getting started with music theory michigan state university course beginner
568,Getting Started with AWS Machine Learning,Amazon Web Services,COURSE,4.5,Intermediate,73000.0,getting started with aws machine learning amazon web services course intermediate
734,Getting Started with Go,"University of California, Irvine",COURSE,4.6,Intermediate,59000.0,getting started with go university of california irvine course intermediate
422,Getting Started with Google Kubernetes Engine,Google Cloud,COURSE,4.5,Intermediate,75000.0,getting started with google kubernetes engine google cloud course intermediate
411,Getting Started with Google Sheets,Google Cloud,COURSE,4.6,Beginner,18000.0,getting started with google sheets google cloud course beginner
538,Getting Started with SAS Programming,SAS,COURSE,4.9,Beginner,22000.0,getting started with sas programming sas course beginner
192,Global Diplomacy – Diplomacy in the Modern World,SOAS University of London,COURSE,4.6,Mixed,79000.0,global diplomacy  diplomacy in the modern world soas university of london course mixed
400,Global Diplomacy: the United Nations in the World,SOAS University of London,COURSE,4.7,Beginner,29000.0,global diplomacy the united nations in the world soas university of london course beginner
643,Global Energy and Climate Policy,SOAS University of London,COURSE,4.5,Beginner,10000.0,global energy and climate policy soas university of london course beginner
578,Global Environmental Management,Technical University of Denmark (DTU),COURSE,4.6,Intermediate,22000.0,global environmental management technical university of denmark dtu course intermediate
835,Global Financial Markets and Instruments,Rice University,COURSE,4.6,Mixed,37000.0,global financial markets and instruments rice university course mixed
761,Global Financing Solutions  (by EDHEC and Société Générale),EDHEC Business School,COURSE,4.6,Intermediate,3600.0,global financing solutions  by edhec and socit gnrale edhec business school course intermediate
740,Global Trends for Business and Society,University of Pennsylvania,COURSE,4.8,Mixed,7600.0,global trends for business and society university of pennsylvania course mixed
717,"Globalization, Economic Growth and Stability",IE Business School,SPECIALIZATION,4.8,Intermediate,44000.0,globalization economic growth and stability ie business school specialization intermediate
355,Good with Words: Writing and Editing,University of Michigan,SPECIALIZATION,4.6,Beginner,3800.0,good with words writing and editing university of michigan specialization beginner
227,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,COURSE,4.6,Intermediate,120000.0,google cloud platform big data and machine learning fundamentals google cloud course intermediate
849,Google Cloud Platform Fundamentals for AWS Professionals,Google Cloud,COURSE,4.7,Intermediate,36000.0,google cloud platform fundamentals for aws professionals google cloud course intermediate
25,Google IT Automation with Python,Google,PROFESSIONAL CERTIFICATE,4.7,Beginner,93000.0,google it automation with python google professional certificate beginner
4,Google IT Support,Google,PROFESSIONAL CERTIFICATE,4.8,Beginner,350000.0,google it support google professional certificate beginner
385,Grammar and Punctuation,"University of California, Irvine",COURSE,4.7,Mixed,430000.0,grammar and punctuation university of california irvine course mixed
513,Graphic Design Elements for Non-Designers,University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,10000.0,graphic design elements for nondesigners university of colorado boulder specialization beginner
287,Greek and Roman Mythology,University of Pennsylvania,COURSE,4.8,Mixed,260000.0,greek and roman mythology university of pennsylvania course mixed
